wban,wth_stn,name,date,num_collisions,year,mo,da,TEMP,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder
94789,FT,FT,2019-07-03,95,2019,07,03,79,71.5,1010.1,9.3,9.9,4.8,9.9,999.9,89.1,66.9,0.09,G,999.9,0,1,0,0,0
14732,LG,LG,2019-07-04,130,2019,07,04,81.6,63.7,1016,15,9,6.9,12.0,17.1,93,71.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-04,190,2019,07,04,81,65.7,1016.5,11.8,8.7,2.3,6.0,999.9,90,73.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-04,74,2019,07,04,77.6,71,1016.7,15.8,9.1,4.8,11.1,999.9,87.1,70,0.06,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-05,201,2019,07,05,78.4,67.9,1019.9,18.9,9.4,6.4,14.0,18.1,93,71.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-05,262,2019,07,05,77.5,69.5,1020,15.4,8.5,2.3,6.0,999.9,90,72,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-05,79,2019,07,05,75.7,72.7,1020.4,19.8,9.4,6.2,9.9,999.9,87.1,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-06,184,2019,07,06,83.1,72,1014.3,13.2,10,8.2,15.9,22,93,72,0,G,999.9,0,1,0,0,1
94728,CP,CP,2019-07-06,202,2019,07,06,80.7,72.6,1013.5,9.8,9.4,2.8,6.0,999.9,90,72,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-06,85,2019,07,06,78.7,76.4,1014.9,14.3,7,8.2,21.0,27,87.1,72,0,G,999.9,0,1,0,0,1
14732,LG,LG,2019-07-07,128,2019,07,07,79.2,66.2,1011.4,10.3,10,7.7,13.0,20,93,75.9,0,G,999.9,0,1,0,0,0
94728,CP,CP,2019-07-07,222,2019,07,07,78.5,67.3,1011.8,7.1,10,3.9,8.9,17.1,90,75,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-07,91,2019,07,07,78.2,70.1,1011.8,11,10,8.7,15.0,999.9,87.1,73,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-08,195,2019,07,08,74.4,61.1,1014.5,13.4,10,5.3,8.9,999.9,84.9,69.1,0,G,999.9,0,1,0,0,0
94728,CP,CP,2019-07-08,310,2019,07,08,72.6,62.7,1014.8,10,9.8,2.2,6.0,999.9,86,68,0.01,G,999.9,0,1,0,0,0
94789,FT,FT,2019-07-08,87,2019,07,08,72.3,63.2,1015,14.2,10,4.8,8.0,999.9,84.9,70,0,G,999.9,0,1,0,0,0
14732,LG,LG,2019-07-09,238,2019,07,09,79.5,59.4,1016.1,15.1,10,4.6,11.1,15,89.1,69.1,0.02,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-09,344,2019,07,09,77.7,61.3,1016.4,11.7,9.7,2.8,5.1,999.9,87.1,68,0.03,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-09,79,2019,07,09,76.3,65.2,1016.6,15.9,10,8.1,14.0,19,89.1,68,0.01,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-10,188,2019,07,10,82.8,63.1,1016.4,15.3,10,4.1,13.0,19,91,71.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-10,282,2019,07,10,80.7,64.3,1016.6,11.9,10,1.6,5.1,999.9,88,69.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-10,83,2019,07,10,78.4,70.7,1017,16.2,10,8.4,17.1,999.9,89.1,68,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-11,222,2019,07,11,81,65.4,1013.6,12.5,9.9,8.7,15.9,22,91,73.9,0,G,999.9,0,1,0,0,0
94728,CP,CP,2019-07-11,351,2019,07,11,78.5,66.8,1014,8.8,8.7,3.4,7.0,15.9,86,73.4,0,G,999.9,0,1,0,0,0
94789,FT,FT,2019-07-11,85,2019,07,11,76.9,70.5,1014.4,13.4,10,9.2,14.0,21,88,70,0,G,999.9,0,1,0,0,0
14732,LG,LG,2019-07-12,236,2019,07,12,79.3,67.3,1006.7,5.7,9.4,8.2,17.1,24.1,89.1,73.9,0.72,G,999.9,0,1,0,0,1
94728,CP,CP,2019-07-12,407,2019,07,12,77,68.4,1007,2.3,8.2,3.8,8.9,15.9,86,71.6,0.79,G,999.9,0,1,0,0,0
94789,FT,FT,2019-07-12,104,2019,07,12,79.1,71.2,1007.2,6.4,9.3,9.9,17.1,22,90,71.1,0.72,G,999.9,0,1,0,0,0
14732,LG,LG,2019-07-13,210,2019,07,13,79.3,61.2,1011.9,10.9,10,8.8,14.0,999.9,89.1,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-13,265,2019,07,13,77.7,62.5,1012.4,7.7,10,3.5,7.0,999.9,87.1,70,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-13,83,2019,07,13,78.5,64.7,1012.4,11.6,10,10.4,15.0,15.9,90,71.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-14,185,2019,07,14,84.6,60.5,1012.5,11.5,10,8.7,17.1,21,91.9,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-14,229,2019,07,14,82,61.5,1013,8.2,10,3.8,8.9,15.9,89.1,70,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-14,83,2019,07,14,81.4,67,1013.1,12.3,10,9.2,15.0,24.1,93,71.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-15,218,2019,07,15,80.3,54.9,1016.4,15.4,10,8.1,15.9,20,91.9,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-15,325,2019,07,15,78.2,56.2,1016.8,12.1,10,3.1,7.0,999.9,89.1,68,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-15,94,2019,07,15,78.5,59.3,1017,16.1,10,10.4,15.9,22,93,69.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-16,244,2019,07,16,83.1,58.7,1017,15.9,10,7.2,13.0,19,93.9,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-16,330,2019,07,16,81.5,61.3,1017.2,12.5,10,2.2,7.0,999.9,91,68,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-16,84,2019,07,16,77.8,67.5,1017.6,16.8,10,8.7,18.1,22.9,87.1,64.2,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-17,214,2019,07,17,87.4,69.7,1013.8,12.7,10,8.4,14.0,19,95,73,0,G,999.9,0,1,0,0,1
94728,CP,CP,2019-07-17,317,2019,07,17,85.3,70.4,1013.7,9,9.6,3.4,6.0,18.1,93,72,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-17,99,2019,07,17,80.5,75.3,1014.5,13.8,9.7,10.0,17.1,999.9,90,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-18,204,2019,07,18,75.8,71.5,1011.9,11,8.5,8.4,22.0,34,95,72,2.69,G,999.9,1,1,0,0,1
94728,CP,CP,2019-07-18,340,2019,07,18,75.1,72.8,1012.1,7.8,5.6,2.9,8.9,17.1,93,72,1.84,G,999.9,1,1,0,0,0
94789,FT,FT,2019-07-18,76,2019,07,18,77.5,75.2,1012.2,11.6,9.1,6.6,25.1,36.9,90,73,0.87,G,999.9,0,1,0,0,1
14732,LG,LG,2019-07-19,209,2019,07,19,78.8,69.6,1011.6,10.8,9.6,7.5,13.0,20,95,71.1,0.3,G,999.9,0,1,0,0,0
94728,CP,CP,2019-07-19,359,2019,07,19,78.8,71.2,1011.9,7.3,9.5,3.8,9.9,17.1,91,71.1,0.49,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-19,98,2019,07,19,75.8,73.4,1012.5,11.7,9,7.5,14.0,999.9,86,71.1,0.01,G,999.9,0,1,0,0,0
14732,LG,LG,2019-07-20,224,2019,07,20,91.1,71,1009.9,8.8,10,8.7,15.0,22.9,99,71.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-20,270,2019,07,20,88.2,73.3,1010.2,5.6,9.8,4.1,7.0,999.9,95,71.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-20,92,2019,07,20,86,78,1010.5,9.7,9.6,9.6,18.1,999.9,99,71.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-21,170,2019,07,21,92.2,70.9,1008.3,7.2,10,8.9,14.0,19,100,82.9,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-21,231,2019,07,21,88.7,73.6,1008.7,4,10,3.7,8.9,15.9,95,82,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-21,76,2019,07,21,89.4,77.2,1008.9,8.1,9.8,10.4,15.0,21,99,78.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-22,227,2019,07,22,83.8,69.1,1009.3,8,9.3,7.2,14.0,15,89.1,73.4,0.01,G,999.9,0,1,0,0,1
94728,CP,CP,2019-07-22,326,2019,07,22,81.7,70.7,1009.8,4.5,8.9,3.2,12.0,21,95,72,0,G,999.9,1,1,0,0,0
94789,FT,FT,2019-07-22,88,2019,07,22,83.6,74,1009.8,8.7,9.9,8.6,21.0,26,93.9,73.4,0.03,G,999.9,0,1,0,0,1
14732,LG,LG,2019-07-23,184,2019,07,23,73.1,66.3,1009.2,7.5,8.9,7.2,12.0,15,91,68,1.76,G,999.9,0,1,0,0,1
94728,CP,CP,2019-07-23,285,2019,07,23,71.3,67.4,1009.6,4.3,8.5,3.8,8.0,999.9,73.9,66.9,2.19,G,999.9,0,1,0,0,0
94789,FT,FT,2019-07-23,84,2019,07,23,72.6,69.6,1009.3,8.2,9.4,8.0,14.0,999.9,87.1,66.9,3.56,G,999.9,0,1,0,0,1
14732,LG,LG,2019-07-24,195,2019,07,24,75,62,1012.9,11.8,10,5.8,11.1,20,84.9,68,0.02,G,999.9,0,1,0,0,0
94728,CP,CP,2019-07-24,327,2019,07,24,73.5,62.2,1013.3,8.4,9.8,2.6,8.0,999.9,82,66.2,0.02,G,999.9,0,1,0,0,0
94789,FT,FT,2019-07-24,104,2019,07,24,73.3,65.8,1013.3,12.4,9.7,6.8,13.0,999.9,84,64.9,0.1,G,999.9,0,1,0,0,0
14732,LG,LG,2019-07-25,206,2019,07,25,78.4,58.3,1017.7,16.7,10,5.2,8.9,999.9,86,69.1,0,I,999.9,0,0,0,0,0
94728,CP,CP,2019-07-25,324,2019,07,25,76.4,58.6,1018.2,13.5,10,1.6,7.0,999.9,84,66.9,0,I,999.9,0,0,0,0,0
94789,FT,FT,2019-07-25,75,2019,07,25,75.8,63.7,1018.1,17.3,10,6.3,11.1,999.9,84.9,64.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-26,212,2019,07,26,79.5,59.2,1022.9,21.8,10,5.3,9.9,999.9,88,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-26,357,2019,07,26,77.6,60,1023.2,18.5,10,1.4,5.1,999.9,88,69.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-26,81,2019,07,26,76.9,63.8,1023.4,22.6,10,6.5,11.1,999.9,84.9,66.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-27,186,2019,07,27,80.2,61.7,1023.9,22.6,10,6.9,13.0,20,88,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-27,307,2019,07,27,78.2,62.3,1023.8,18.9,10,2.0,6.0,999.9,88,69.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-27,109,2019,07,27,76.5,68.4,1024.6,23.6,10,6.8,15.0,999.9,84.9,66.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-28,195,2019,07,28,82.5,62.8,1019.4,18.3,10,8.4,13.0,18.1,93,75,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-28,243,2019,07,28,79.9,64.6,1019.4,14.5,10,5.0,8.0,15,88,72,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-28,89,2019,07,28,78.4,70.8,1020.1,18.6,10,10.7,15.0,999.9,87.1,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-29,226,2019,07,29,85.4,63.6,1015.4,14.4,10,7.2,15.0,21,93.9,75,0,G,999.9,0,1,0,0,0
94728,CP,CP,2019-07-29,322,2019,07,29,81.2,66.3,1015.7,10.9,10,3.3,6.0,999.9,90,71.1,0.01,G,999.9,0,1,0,0,0
94789,FT,FT,2019-07-29,101,2019,07,29,80.6,71.3,1016.2,15.1,10,9.6,17.1,999.9,89.1,71.1,0,G,999.9,0,1,0,0,0
14732,LG,LG,2019-07-30,223,2019,07,30,87.6,67.1,1014.7,13.7,10,7.7,17.1,21,95,77,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-07-30,328,2019,07,30,84.2,68.7,1015,10.3,9.5,3.3,6.0,999.9,91.9,73,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-07-30,87,2019,07,30,80.8,74.6,1015.5,14.8,9.9,8.9,18.1,999.9,89.1,72,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-07-31,175,2019,07,31,82.2,66.4,1015.6,14.6,9.6,6.0,12.0,17.1,95,72,0,G,999.9,0,1,0,0,1
94728,CP,CP,2019-07-31,340,2019,07,31,78.9,67.8,1016,11.3,8.2,2.9,8.0,17.1,84.9,69.8,0.01,G,999.9,1,1,0,0,0
94789,FT,FT,2019-07-31,89,2019,07,31,77.8,71.5,1016.4,15.6,10,8.5,17.1,999.9,87.1,73,0,G,999.9,0,1,0,0,1
14732,LG,LG,2019-08-01,194,2019,08,01,78.6,62,1017.5,16.4,9.7,5.2,9.9,999.9,90,72,0.58,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-01,336,2019,08,01,76.9,64.3,1017.9,13.1,8.3,1.9,6.0,999.9,87.1,70,0.36,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-01,88,2019,08,01,77.7,64.8,1018,17.2,9.7,4.8,11.1,999.9,89.1,71.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-02,224,2019,08,02,79.2,59.1,1019.2,18.2,10,7.2,12.0,15,88,73,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-02,304,2019,08,02,78.2,61.4,1019.4,14.7,10,2.7,7.0,999.9,87.1,70,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-02,82,2019,08,02,77.2,65.8,1019.8,18.9,10,6.3,11.1,999.9,89.1,71.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-03,203,2019,08,03,79.8,65.8,1017,15.9,10,7.5,13.0,17.1,89.1,73,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-03,283,2019,08,03,77.7,67.1,1016.9,12.2,10,2.8,5.1,999.9,86,73,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-03,80,2019,08,03,77,72,1017.6,16.9,10,7.2,14.0,18.1,84,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-04,161,2019,08,04,78.6,64.9,1012.5,11.6,9.9,6.9,15.9,26,87.1,69.8,0.12,G,999.9,0,1,0,0,1
94728,CP,CP,2019-08-04,266,2019,08,04,76.7,65.9,1012.8,8.2,8.6,2.7,8.0,999.9,87.1,68,0.21,G,999.9,0,1,0,0,0
94789,FT,FT,2019-08-04,72,2019,08,04,78.7,67.6,1013.1,12.4,10,7.9,21.0,28.9,89.1,70,0.01,G,999.9,0,1,0,0,1
14732,LG,LG,2019-08-05,208,2019,08,05,77,58.2,1014.3,13.3,10,7.6,11.1,18.1,88,71.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-05,347,2019,08,05,76.3,60,1014.6,9.9,10,3.8,8.0,999.9,87.1,69.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-05,61,2019,08,05,76.4,63.1,1014.6,13.8,10,6.2,9.9,999.9,89.1,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-06,192,2019,08,06,76,67.3,1012.2,11.3,9.8,7.0,11.1,15.9,82.9,71.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-06,298,2019,08,06,74.6,68.8,1012.2,7.7,8.8,2.8,5.1,999.9,82,70,0,G,999.9,0,1,0,0,0
94789,FT,FT,2019-08-06,61,2019,08,06,74.3,71.8,1012.7,12,9.5,5.9,9.9,999.9,82,70,0,G,999.9,0,1,0,0,0
14732,LG,LG,2019-08-07,199,2019,08,07,78.1,68.7,1009.9,8.6,9.7,8.1,19.0,26,87.1,70,0,G,999.9,0,1,0,0,1
94728,CP,CP,2019-08-07,323,2019,08,07,75.7,70.1,1010.1,5.1,7.9,2.3,8.9,20,84,69.1,0.04,G,999.9,1,1,0,0,0
94789,FT,FT,2019-08-07,86,2019,08,07,76.1,73,1010.2,9.4,9.4,9.5,24.1,28.9,84,70,0,G,999.9,0,1,0,0,1
14732,LG,LG,2019-08-08,214,2019,08,08,77.4,64.8,1006.6,5.7,9.8,7.5,25.1,28.9,91.9,70,0.62,G,999.9,0,1,0,0,1
94728,CP,CP,2019-08-08,348,2019,08,08,74.1,66.5,1006.7,2.2,6.7,3.8,11.1,25.1,84,66.9,1.18,G,999.9,0,1,0,0,0
94789,FT,FT,2019-08-08,84,2019,08,08,74.8,70.7,1007.2,6.7,9.7,9.4,15.9,18.1,86,69.1,1,G,999.9,0,1,0,0,0
14732,LG,LG,2019-08-09,217,2019,08,09,77.3,61,1006.8,5.8,10,7.5,25.1,999.9,91.9,70,0.1,G,999.9,0,1,0,0,1
94728,CP,CP,2019-08-09,348,2019,08,09,72.8,62.9,1007.2,2.5,9.5,3.5,8.9,22,84,66.9,0.2,G,999.9,1,1,0,0,0
94789,FT,FT,2019-08-09,80,2019,08,09,76,65.2,1007.2,6.4,10,8.4,24.1,38.1,86,69.1,0,G,999.9,0,1,0,0,1
14732,LG,LG,2019-08-10,203,2019,08,10,76.9,52.4,1009.3,8.3,10,10.1,18.1,25.1,87.1,70,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-10,270,2019,08,10,73.7,53.1,1009.8,5.1,10,4.3,9.9,15.9,82.9,66,0.08,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-10,99,2019,08,10,76,55.6,1009.7,8.9,10,10.2,15.9,25.1,84.9,66,0.04,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-11,166,2019,08,11,75,50.3,1014.7,13.6,10,7.4,15.0,999.9,82.9,68,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-11,233,2019,08,11,72.3,51.5,1015.2,10.3,10,2.7,8.0,999.9,81,63,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-11,85,2019,08,11,73.3,54,1015.1,14.4,10,8.8,15.0,21,82.9,64,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-12,207,2019,08,12,79.7,53.5,1014.6,13.6,10,6.1,12.0,15.9,89.1,68,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-12,287,2019,08,12,76,56,1014.7,9.7,10,2.7,6.0,999.9,84.9,63,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-12,92,2019,08,12,75.5,60.7,1015.2,14.5,10,9.2,17.1,22.9,84.9,64,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-13,148,2019,08,13,78.4,65.6,1009.9,8.6,10,7.6,11.1,15,89.1,72,0.01,G,999.9,0,1,0,0,0
94728,CP,CP,2019-08-13,257,2019,08,13,75.8,66.8,1010.1,5.2,9.4,3.6,7.0,15,84.9,68,0.04,G,999.9,0,1,0,0,0
94789,FT,FT,2019-08-13,64,2019,08,13,75,70.6,1010.8,9.6,9.9,9.2,15.0,999.9,84.9,66.9,0.01,G,999.9,0,1,0,0,0
14732,LG,LG,2019-08-14,180,2019,08,14,76.4,68.5,1008.9,8,8,6.6,12.0,18.1,82.9,72,0.01,G,999.9,1,0,0,0,0
94728,CP,CP,2019-08-14,280,2019,08,14,76.6,68.8,1009.3,4.7,8.4,2.8,7.0,999.9,84,71.1,0.03,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-14,77,2019,08,14,74.3,72.6,1009.3,8.7,8,4.3,9.9,999.9,79,71.6,0.06,G,999.9,0,1,0,0,0
14732,LG,LG,2019-08-15,180,2019,08,15,76.5,64.6,1014.4,13.4,9.7,7.1,12.0,999.9,84.9,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-15,307,2019,08,15,75.6,66,1014.9,10.1,9.3,3.5,7.0,999.9,84.9,70,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-15,73,2019,08,15,73.3,69.8,1015.1,14.2,8.9,6.6,12.0,999.9,80.1,68,0.26,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-16,187,2019,08,16,74.4,64.7,1016.4,15.4,10,6.8,8.9,18.1,84.9,70,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-16,270,2019,08,16,73.5,65.6,1016.7,11.9,10,2.5,6.0,999.9,84.9,68,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-16,66,2019,08,16,72.4,68.9,1017,16.2,10,6.5,9.9,999.9,80.1,66.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-17,183,2019,08,17,77.5,69.5,1015.8,15,10,7.6,11.1,999.9,86,70,0,G,999.9,0,1,0,0,0
94728,CP,CP,2019-08-17,253,2019,08,17,77.4,70.3,1016.1,11.4,9.7,2.9,6.0,999.9,87.1,68,0,G,999.9,0,1,0,0,0
94789,FT,FT,2019-08-17,97,2019,08,17,76.6,74.2,1016.2,15.6,10,6.3,9.9,999.9,84,66.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-18,162,2019,08,18,80,71.9,1015.2,14.3,8.7,6.4,15.0,22,91,73,0.16,G,999.9,0,1,0,0,1
94728,CP,CP,2019-08-18,248,2019,08,18,79.3,72.9,1015.6,10.8,8,1.8,7.0,999.9,90,70,0,G,999.9,0,1,0,0,0
94789,FT,FT,2019-08-18,71,2019,08,18,78,76,1015.9,15.1,7.2,6.5,17.1,21,87.1,73,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-19,187,2019,08,19,81.4,67.7,1014.7,13.6,10,6.7,18.1,22.9,93,73.9,0.43,G,999.9,0,1,0,0,1
94728,CP,CP,2019-08-19,301,2019,08,19,78.5,69.3,1014.9,10.2,10,2.1,7.0,999.9,90,70,0.64,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-19,75,2019,08,19,77.9,73.7,1015.2,14.5,9.1,7.1,17.1,22.9,87.1,72,0,G,999.9,0,1,0,0,1
14732,LG,LG,2019-08-20,185,2019,08,20,81.8,65.3,1017.3,16.2,10,6.1,12.0,17.1,93,75,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-20,321,2019,08,20,80.4,66.1,1017.6,12.9,10,2.7,5.1,999.9,90,72,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-20,68,2019,08,20,79.2,69.7,1017.8,17,10,7.2,11.1,999.9,86,72,0.15,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-21,180,2019,08,21,82.1,69.5,1014.4,13.2,9.4,7.8,12.0,22,91,75.9,0,G,999.9,0,1,0,0,1
94728,CP,CP,2019-08-21,273,2019,08,21,79.6,70.7,1014.1,9.5,8.8,1.5,7.0,15.9,88,73.9,0,G,999.9,0,1,0,0,0
94789,FT,FT,2019-08-21,69,2019,08,21,78.5,74.9,1014.9,14.2,8.4,8.2,22.0,33,88,73.9,0,G,999.9,0,1,0,0,1
14732,LG,LG,2019-08-22,193,2019,08,22,82.9,68.1,1010.7,9.7,10,6.5,13.0,18.1,93,78.1,0.35,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-22,324,2019,08,22,80.7,69.2,1011,6.3,10,3.9,8.0,999.9,90,73.9,0.1,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-22,70,2019,08,22,80,72.8,1011.3,10.6,10,9.5,15.0,999.9,89.1,75,0.37,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-23,194,2019,08,23,73.2,62.7,1014.6,13.2,9.3,7.0,33.0,40,93,66,1.18,G,999.9,1,1,0,0,1
94728,CP,CP,2019-08-23,300,2019,08,23,70.2,64,1015,10.1,7.7,3.2,13.0,31.1,90,64.9,1.02,G,999.9,1,1,0,0,0
94789,FT,FT,2019-08-23,75,2019,08,23,72.1,66.1,1015,13.8,9.9,7.0,14.0,38.1,81,66,0.79,G,999.9,0,1,0,0,1
14732,LG,LG,2019-08-24,172,2019,08,24,70.9,51.7,1019.7,18.7,10,7.1,12.0,999.9,77,64,0.06,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-24,260,2019,08,24,69.7,52.2,1020.3,15.4,10,4.8,8.9,999.9,75.9,64,0.08,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-24,82,2019,08,24,70.3,55.2,1019.9,19.1,10,8.6,13.0,18.1,78.1,63,0.02,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-25,180,2019,08,25,70.9,54.4,1023.8,22.7,10,13.0,22.0,26,77,64,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-25,223,2019,08,25,69.2,55.1,1024.1,19.2,10,6.3,13.0,21,77,63,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-25,79,2019,08,25,68.8,58.2,1024,23.3,10,10.0,18.1,24.1,78.1,62.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-26,169,2019,08,26,67.2,54,1022.7,21.8,10,11.0,15.0,20,77,61,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-26,255,2019,08,26,66.5,53.9,1022.9,18.1,10,6.7,12.0,17.1,77,61,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-26,70,2019,08,26,66.5,57.1,1023.1,22.3,10,9.2,15.0,999.9,77,60.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-27,175,2019,08,27,69.6,55.4,1018.9,17.8,10,6.3,8.9,15,75.9,61,0,G,999.9,0,0,0,0,0
94728,CP,CP,2019-08-27,302,2019,08,27,67.7,56.8,1018.9,14.1,10,2.8,6.0,999.9,75,61,0,G,999.9,0,0,0,0,0
94789,FT,FT,2019-08-27,52,2019,08,27,66.1,59.2,1019.4,18.6,10,6.1,9.9,999.9,73,60.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2019-08-28,168,2019,08,28,70.4,63.8,1013.2,12.3,9.1,7.4,13.0,20,75.9,64.9,0,G,999.9,0,1,0,0,0
94728,CP,CP,2019-08-28,311,2019,08,28,69.7,64.8,1013.3,8.7,9.5,2.5,8.0,999.9,73.9,66,0,G,999.9,0,1,0,0,0
94789,FT,FT,2019-08-28,74,2019,08,28,69,67.4,1014.2,12.9,8.7,5.8,9.9,999.9,73,60.1,0,G,999.9,0,1,0,0,0
14732,LG,LG,2019-08-29,185,2019,08,29,75.2,59.2,1010.9,9.7,10,9.5,15.9,20,84,69.1,0.1,G,999.9,0,1,0,0,0
94728,CP,CP,2019-08-29,309,2019,08,29,73.1,58.9,1011.4,6.5,10,3.8,8.0,15.9,81,64.9,0.08,G,999.9,0,1,0,0,0
94789,FT,FT,2019-08-29,98,2019,08,29,74.4,62.5,1011,10.2,10,8.9,15.9,22.9,82.9,64.9,0.45,G,999.9,0,1,0,0,0
14732,LG,LG,2019-08-30,227,2019,08,30,78.2,55,1015.5,14.4,10,7.9,15.9,24.1,89.1,69.1,0,G,999.9,0,0,0,0,0
