date,wth_stn,count
2020-06-22,FT,30
2020-06-22,LG,122
2020-06-23,CP,143
2020-06-23,FT,35
2020-06-23,LG,113
2020-06-24,CP,161
2020-06-24,FT,31
2020-06-24,LG,108
2020-06-25,CP,130
2020-06-25,FT,28
2020-06-25,LG,92
2020-06-26,CP,181
2020-06-26,FT,40
2020-06-26,LG,116
2020-06-27,CP,122
2020-06-27,FT,33
2020-06-27,LG,118
2020-06-28,CP,117
2020-06-28,FT,37
2020-06-28,LG,86
2020-06-29,CP,137
2020-06-29,FT,36
2020-06-29,LG,128
2020-06-30,CP,146
2020-06-30,FT,30
2020-06-30,LG,102
2020-07-01,CP,129
2020-07-01,FT,29
2020-07-01,LG,101
2020-07-02,CP,193
2020-07-02,FT,33
2020-07-02,LG,114
2020-07-03,CP,147
2020-07-03,FT,51
2020-07-03,LG,104
2020-07-04,CP,93
2020-07-04,FT,45
2020-07-04,LG,140
2020-07-05,CP,137
2020-07-05,FT,50
2020-07-05,LG,103
2020-07-06,CP,128
2020-07-06,FT,32
2020-07-06,LG,97
2020-07-07,CP,125
2020-07-07,FT,27
2020-07-07,LG,91
2020-07-08,CP,132
2020-07-08,FT,31
2020-07-08,LG,104
2020-07-09,CP,160
2020-07-09,FT,39
2020-07-09,LG,114
2020-07-10,CP,135
2020-07-10,FT,40
2020-07-10,LG,121
2020-07-11,CP,116
2020-07-11,FT,47
2020-07-11,LG,111
2020-07-12,CP,117
2020-07-12,FT,63
2020-07-12,LG,112
2020-07-13,CP,148
2020-07-13,FT,34
2020-07-13,LG,108
2020-07-14,CP,158
2020-07-14,FT,37
2020-07-14,LG,125
2020-07-15,CP,136
2020-07-15,FT,26
2020-07-15,LG,106
2020-07-16,CP,166
2020-07-16,FT,47
2020-07-16,LG,109
2020-07-17,CP,146
2020-07-17,FT,49
2020-07-17,LG,113
2020-07-18,CP,129
2020-07-18,FT,48
2020-07-18,LG,139
2020-07-19,CP,136
2020-07-19,FT,59
2020-07-19,LG,118
2020-07-20,CP,129
2020-07-20,FT,40
2020-07-20,LG,112
2020-07-21,CP,158
2020-07-21,FT,33
2020-07-21,LG,140
2020-07-22,CP,143
2020-07-22,FT,49
2020-07-22,LG,98
2020-07-23,CP,172
2020-07-23,FT,43
2020-07-23,LG,117
2020-07-24,CP,151
2020-07-24,FT,42
2020-07-24,LG,119
2020-07-25,CP,123
2020-07-25,FT,43
2020-07-25,LG,125
2020-07-26,CP,135
2020-07-26,FT,47
2020-07-26,LG,131
2020-07-27,CP,163
2020-07-27,FT,54
2020-07-27,LG,103
2020-07-28,CP,154
2020-07-28,FT,30
2020-07-28,LG,114
2020-07-29,CP,167
2020-07-29,FT,39
2020-07-29,LG,112
2020-07-30,CP,156
2020-07-30,FT,29
2020-07-30,LG,115
2020-07-31,CP,170
2020-07-31,FT,44
2020-07-31,LG,129
2020-08-01,CP,182
2020-08-01,FT,55
2020-08-01,LG,138
2020-08-02,CP,132
2020-08-02,FT,45
2020-08-02,LG,109
2020-08-03,CP,167
2020-08-03,FT,50
2020-08-03,LG,136
2020-08-04,CP,235
2020-08-04,FT,56
2020-08-04,LG,160
2020-08-05,CP,161
2020-08-05,FT,50
2020-08-05,LG,134
2020-08-06,CP,176
2020-08-06,FT,63
2020-08-06,LG,117
2020-08-07,CP,160
2020-08-07,FT,49
2020-08-07,LG,128
2020-08-08,CP,122
2020-08-08,FT,41
2020-08-08,LG,97
2020-08-09,CP,123
2020-08-09,FT,45
2020-08-09,LG,115
2020-08-10,CP,164
2020-08-10,FT,40
2020-08-10,LG,116
2020-08-11,CP,141
2020-08-11,FT,39
2020-08-11,LG,137
2020-08-12,CP,148
2020-08-12,FT,38
2020-08-12,LG,107
2020-08-13,CP,157
2020-08-13,FT,36
2020-08-13,LG,82
2020-08-14,CP,176
2020-08-14,FT,44
2020-08-14,LG,124
2020-08-15,CP,161
2020-08-15,FT,39
2020-08-15,LG,113
2020-08-16,CP,104
2020-08-16,FT,59
2020-08-16,LG,116
2020-08-17,CP,149
2020-08-17,FT,38
2020-08-17,LG,101
2020-08-18,CP,163
2020-08-18,FT,39
2020-08-18,LG,109
2020-08-19,CP,152
2020-08-19,FT,39
2020-08-19,LG,95
2020-08-20,CP,157
2020-08-20,FT,32
2020-08-20,LG,117
2020-08-21,CP,181
2020-08-21,FT,44
2020-08-21,LG,123
2020-08-22,CP,151
2020-08-22,FT,60
2020-08-22,LG,117
2020-08-23,CP,127
2020-08-23,FT,59
2020-08-23,LG,130
2020-08-24,CP,169
2020-08-24,FT,44
2020-08-24,LG,107
2020-08-25,CP,134
2020-08-25,FT,38
2020-08-25,LG,114
2020-08-26,CP,159
2020-08-26,FT,35
2020-08-26,LG,116
2020-08-27,CP,177
2020-08-27,FT,37
2020-08-27,LG,129
2020-08-28,CP,164
2020-08-28,FT,36
2020-08-28,LG,106
2020-08-29,CP,119
2020-08-29,FT,42
2020-08-29,LG,130
2020-08-30,CP,143
2020-08-30,FT,49
2020-08-30,LG,111
2020-08-31,CP,155
2020-08-31,FT,31
2020-08-31,LG,108
2020-09-01,CP,178
2020-09-01,FT,48
2020-09-01,LG,111
2020-09-02,CP,157
2020-09-02,FT,42
2020-09-02,LG,110
2020-09-03,CP,186
2020-09-03,FT,39
2020-09-03,LG,138
2020-09-04,CP,200
2020-09-04,FT,45
2020-09-04,LG,138
2020-09-05,CP,155
2020-09-05,FT,57
2020-09-05,LG,150
2020-09-06,CP,130
2020-09-06,FT,42
2020-09-06,LG,121
2020-09-07,CP,122
2020-09-07,FT,64
2020-09-07,LG,109
2020-09-08,CP,153
2020-09-08,FT,48
2020-09-08,LG,136
2020-09-09,CP,154
2020-09-09,FT,28
2020-09-09,LG,110
2020-09-10,CP,177
2020-09-10,FT,44
2020-09-10,LG,126
2020-09-11,CP,169
2020-09-11,FT,50
2020-09-11,LG,132
2020-09-12,CP,137
2020-09-12,FT,53
2020-09-12,LG,114
2020-09-13,CP,97
2020-09-13,FT,60
2020-09-13,LG,88
2020-09-14,CP,147
2020-09-14,FT,37
2020-09-14,LG,105
2020-09-15,CP,149
2020-09-15,FT,36
2020-09-15,LG,116
2020-09-16,CP,162
2020-09-16,FT,39
2020-09-16,LG,106
2020-09-17,CP,185
2020-09-17,FT,35
2020-09-17,LG,102
2020-09-18,CP,168
2020-09-18,FT,41
2020-09-18,LG,132
2020-09-19,CP,145
2020-09-19,FT,54
2020-09-19,LG,131
2020-09-20,CP,115
2020-09-20,FT,44
2020-09-20,LG,116
2020-09-21,CP,172
2020-09-21,FT,37
2020-09-21,LG,101
2020-09-22,CP,150
2020-09-22,FT,36
2020-09-22,LG,121
2020-09-23,CP,190
2020-09-23,FT,43
2020-09-23,LG,123
2020-09-24,CP,147
2020-09-24,FT,31
2020-09-24,LG,119
2020-09-25,CP,188
2020-09-25,FT,38
2020-09-25,LG,122
2020-09-26,CP,153
2020-09-26,FT,52
2020-09-26,LG,125
2020-09-27,CP,133
2020-09-27,FT,48
2020-09-27,LG,134
2020-09-28,CP,119
2020-09-28,FT,79
2020-09-28,LG,102
2020-09-29,CP,150
2020-09-29,FT,45
2020-09-29,LG,122
2020-09-30,CP,175
2020-09-30,FT,45
2020-09-30,LG,127
2020-10-01,CP,187
2020-10-01,FT,47
2020-10-01,LG,98
2020-10-02,CP,179
2020-10-02,FT,43
2020-10-02,LG,128
2020-10-03,CP,160
2020-10-03,FT,50
2020-10-03,LG,113
2020-10-04,CP,118
2020-10-04,FT,35
2020-10-04,LG,116
2020-10-05,CP,161
2020-10-05,FT,32
2020-10-05,LG,109
2020-10-06,CP,151
2020-10-06,FT,52
2020-10-06,LG,122
2020-10-07,CP,173
2020-10-07,FT,27
2020-10-07,LG,108
2020-10-08,CP,174
2020-10-08,FT,37
2020-10-08,LG,121
2020-10-09,CP,153
2020-10-09,FT,51
2020-10-09,LG,126
2020-10-10,CP,132
2020-10-10,FT,34
2020-10-10,LG,111
2020-10-11,CP,110
2020-10-11,FT,44
2020-10-11,LG,94
2020-10-12,CP,165
2020-10-12,FT,41
2020-10-12,LG,117
2020-10-13,CP,161
2020-10-13,FT,52
2020-10-13,LG,110
2020-10-14,CP,177
2020-10-14,FT,42
2020-10-14,LG,114
2020-10-15,CP,165
2020-10-15,FT,30
2020-10-15,LG,116
2020-10-16,CP,154
2020-10-16,FT,38
2020-10-16,LG,112
2020-10-17,CP,159
2020-10-17,FT,49
2020-10-17,LG,127
2020-10-18,CP,144
2020-10-18,FT,48
2020-10-18,LG,113
2020-10-19,CP,142
2020-10-19,FT,37
2020-10-19,LG,97
2020-10-20,CP,171
2020-10-20,FT,46
2020-10-20,LG,119
2020-10-21,CP,188
2020-10-21,FT,44
2020-10-21,LG,106
2020-10-22,CP,134
2020-10-22,FT,36
2020-10-22,LG,94
2020-10-23,CP,169
2020-10-23,FT,48
2020-10-23,LG,120
2020-10-24,CP,142
2020-10-24,FT,44
2020-10-24,LG,115
2020-10-25,CP,139
2020-10-25,FT,48
2020-10-25,LG,94
2020-10-26,CP,164
2020-10-26,FT,44
2020-10-26,LG,106
2020-10-27,CP,133
2020-10-27,FT,41
2020-10-27,LG,88
2020-10-28,CP,141
2020-10-28,FT,46
2020-10-28,LG,122
2020-10-29,CP,163
2020-10-29,FT,47
2020-10-29,LG,124
2020-10-30,CP,210
2020-10-30,FT,51
2020-10-30,LG,133
2020-10-31,CP,141
2020-10-31,FT,57
2020-10-31,LG,136
2020-11-01,CP,147
2020-11-01,FT,40
2020-11-01,LG,121
2020-11-02,CP,169
2020-11-02,FT,39
2020-11-02,LG,119
2020-11-03,CP,132
2020-11-03,FT,43
2020-11-03,LG,110
2020-11-04,CP,131
2020-11-04,FT,44
2020-11-04,LG,127
2020-11-05,CP,197
2020-11-05,FT,31
2020-11-05,LG,129
2020-11-06,CP,176
2020-11-06,FT,46
2020-11-06,LG,143
2020-11-07,CP,161
2020-11-07,FT,56
2020-11-07,LG,112
2020-11-08,CP,148
2020-11-08,FT,50
2020-11-08,LG,128
2020-11-09,CP,145
2020-11-09,FT,43
2020-11-09,LG,130
2020-11-10,CP,166
2020-11-10,FT,48
2020-11-10,LG,129
2020-11-11,CP,164
2020-11-11,FT,21
2020-11-11,LG,115
2020-11-12,CP,168
2020-11-12,FT,39
2020-11-12,LG,120
2020-11-13,CP,204
2020-11-13,FT,48
2020-11-13,LG,139
2020-11-14,CP,126
2020-11-14,FT,42
2020-11-14,LG,130
2020-11-15,CP,118
2020-11-15,FT,41
2020-11-15,LG,92
2020-11-16,CP,159
2020-11-16,FT,40
2020-11-16,LG,106
2020-11-17,CP,136
2020-11-17,FT,28
2020-11-17,LG,96
2020-11-18,CP,140
2020-11-18,FT,46
2020-11-18,LG,109
2020-11-19,CP,134
2020-11-19,FT,44
2020-11-19,LG,101
2020-11-20,CP,180
2020-11-20,FT,49
2020-11-20,LG,129
2020-11-21,CP,146
2020-11-21,FT,38
2020-11-21,LG,130
2020-11-22,CP,97
2020-11-22,FT,39
2020-11-22,LG,86
2020-11-23,CP,168
2020-11-23,FT,35
2020-11-23,LG,95
2020-11-24,CP,161
2020-11-24,FT,39
2020-11-24,LG,124
2020-11-25,CP,137
2020-11-25,FT,41
2020-11-25,LG,98
2020-11-26,CP,91
2020-11-26,FT,22
2020-11-26,LG,90
2020-11-27,CP,134
2020-11-27,FT,45
2020-11-27,LG,100
2020-11-28,CP,108
2020-11-28,FT,38
2020-11-28,LG,93
2020-11-29,CP,120
2020-11-29,FT,39
2020-11-29,LG,89
2020-11-30,CP,163
2020-11-30,FT,38
2020-11-30,LG,100
2020-12-01,CP,136
2020-12-01,FT,46
2020-12-01,LG,87
2020-12-02,CP,122
2020-12-02,FT,35
2020-12-02,LG,78
2020-12-03,CP,128
2020-12-03,FT,34
2020-12-03,LG,90
2020-12-04,CP,175
2020-12-04,FT,46
2020-12-04,LG,151
2020-12-05,CP,118
2020-12-05,FT,36
2020-12-05,LG,124
2020-12-06,CP,127
2020-12-06,FT,30
2020-12-06,LG,84
2020-12-07,CP,137
2020-12-07,FT,46
2020-12-07,LG,98
2020-12-08,CP,153
2020-12-08,FT,41
2020-12-08,LG,88
2020-12-09,CP,169
2020-12-09,FT,36
2020-12-09,LG,75
2020-12-10,CP,142
2020-12-10,FT,49
2020-12-10,LG,120
2020-12-11,CP,167
2020-12-11,FT,51
2020-12-11,LG,130
2020-12-12,CP,122
2020-12-12,FT,51
2020-12-12,LG,112
2020-12-13,CP,138
2020-12-13,FT,37
2020-12-13,LG,90
2020-12-14,CP,145
2020-12-14,FT,37
2020-12-14,LG,68
2020-12-15,CP,167
2020-12-15,FT,44
2020-12-15,LG,104
2020-12-16,CP,181
2020-12-16,FT,59
2020-12-16,LG,101
2020-12-17,CP,114
2020-12-17,FT,35
2020-12-17,LG,83
2020-12-18,CP,126
2020-12-18,FT,39
2020-12-18,LG,113
2020-12-19,CP,109
2020-12-19,FT,42
2020-12-19,LG,100
2020-12-20,CP,84
2020-12-20,FT,38
2020-12-20,LG,72
2020-12-21,CP,133
2020-12-21,FT,45
2020-12-21,LG,90
2020-12-22,CP,156
2020-12-22,FT,40
2020-12-22,LG,124
2020-12-23,CP,188
2020-12-23,FT,42
2020-12-23,LG,130
2020-12-24,CP,144
2020-12-24,FT,52
2020-12-24,LG,119
2020-12-25,CP,77
2020-12-25,FT,21
2020-12-25,LG,70
2020-12-26,CP,94
2020-12-26,FT,42
2020-12-26,LG,90
2020-12-27,CP,83
2020-12-27,FT,28
2020-12-27,LG,73
2020-12-28,CP,113
2020-12-28,FT,35
2020-12-28,LG,69
2020-12-29,CP,104
2020-12-29,FT,45
2020-12-29,LG,95
2020-12-30,CP,128
2020-12-30,FT,34
2020-12-30,LG,76
2020-12-31,CP,144
2020-12-31,FT,34
2020-12-31,LG,100
2021-01-01,CP,125
2021-01-01,FT,36
2021-01-01,LG,96
2021-01-02,CP,108
2021-01-02,FT,35
2021-01-02,LG,77
2021-01-03,CP,90
2021-01-03,FT,29
2021-01-03,LG,67
2021-01-04,CP,112
2021-01-04,FT,41
2021-01-04,LG,89
2021-01-05,CP,111
2021-01-05,FT,41
2021-01-05,LG,76
2021-01-06,CP,101
2021-01-06,FT,28
2021-01-06,LG,91
2021-01-07,CP,136
2021-01-07,FT,43
2021-01-07,LG,106
2021-01-08,CP,110
2021-01-08,FT,46
2021-01-08,LG,116
2021-01-09,CP,117
2021-01-09,FT,44
2021-01-09,LG,83
2021-01-10,CP,80
2021-01-10,FT,34
2021-01-10,LG,63
2021-01-11,CP,126
2021-01-11,FT,27
2021-01-11,LG,85
2021-01-12,CP,136
2021-01-12,FT,49
2021-01-12,LG,93
2021-01-13,CP,118
2021-01-13,FT,40
2021-01-13,LG,87
2021-01-14,CP,130
2021-01-14,FT,34
2021-01-14,LG,89
2021-01-15,CP,139
2021-01-15,FT,34
2021-01-15,LG,99
2021-01-16,CP,115
2021-01-16,FT,36
2021-01-16,LG,114
2021-01-17,CP,107
2021-01-17,FT,39
2021-01-17,LG,64
2021-01-18,CP,94
2021-01-18,FT,34
2021-01-18,LG,97
2021-01-19,CP,135
2021-01-19,FT,37
2021-01-19,LG,89
2021-01-20,CP,123
2021-01-20,FT,41
2021-01-20,LG,89
2021-01-21,CP,134
2021-01-21,FT,35
2021-01-21,LG,82
2021-01-22,CP,126
2021-01-22,FT,36
2021-01-22,LG,92
2021-01-23,CP,115
2021-01-23,FT,43
2021-01-23,LG,93
2021-01-24,CP,101
2021-01-24,FT,27
2021-01-24,LG,84
2021-01-25,CP,114
2021-01-25,FT,42
2021-01-25,LG,103
2021-01-26,CP,124
2021-01-26,FT,38
2021-01-26,LG,101
2021-01-27,CP,137
2021-01-27,FT,26
2021-01-27,LG,99
2021-01-28,CP,142
2021-01-28,FT,33
2021-01-28,LG,87
2021-01-29,CP,150
2021-01-29,FT,46
2021-01-29,LG,95
2021-01-30,CP,118
2021-01-30,FT,41
2021-01-30,LG,125
2021-01-31,CP,146
2021-01-31,FT,33
2021-01-31,LG,118
2021-02-01,CP,109
2021-02-01,FT,40
2021-02-01,LG,90
2021-02-02,CP,117
2021-02-02,FT,25
2021-02-02,LG,96
2021-02-03,CP,121
2021-02-03,FT,31
2021-02-03,LG,94
2021-02-04,CP,152
2021-02-04,FT,37
2021-02-04,LG,88
2021-02-05,CP,150
2021-02-05,FT,58
2021-02-05,LG,118
2021-02-06,CP,140
2021-02-06,FT,45
2021-02-06,LG,90
2021-02-07,CP,106
2021-02-07,FT,40
2021-02-07,LG,97
2021-02-08,CP,160
2021-02-08,FT,47
2021-02-08,LG,94
2021-02-09,CP,115
2021-02-09,FT,33
2021-02-09,LG,81
2021-02-10,CP,147
2021-02-10,FT,35
2021-02-10,LG,97
2021-02-11,CP,165
2021-02-11,FT,32
2021-02-11,LG,102
2021-02-12,CP,144
2021-02-12,FT,46
2021-02-12,LG,100
2021-02-13,CP,100
2021-02-13,FT,29
2021-02-13,LG,81
2021-02-14,CP,79
2021-02-14,FT,32
2021-02-14,LG,73
2021-02-15,CP,100
2021-02-15,FT,34
2021-02-15,LG,74
2021-02-16,CP,105
2021-02-16,FT,28
2021-02-16,LG,80
2021-02-17,CP,124
2021-02-17,FT,28
2021-02-17,LG,87
2021-02-18,CP,124
2021-02-18,FT,49
2021-02-18,LG,83
2021-02-19,CP,109
2021-02-19,FT,29
2021-02-19,LG,63
2021-02-20,CP,111
2021-02-20,FT,41
2021-02-20,LG,105
2021-02-21,CP,90
2021-02-21,FT,34
2021-02-21,LG,84
2021-02-22,CP,116
2021-02-22,FT,40
2021-02-22,LG,89
2021-02-23,CP,115
2021-02-23,FT,26
2021-02-23,LG,99
2021-02-24,CP,142
2021-02-24,FT,40
2021-02-24,LG,85
2021-02-25,CP,137
2021-02-25,FT,37
2021-02-25,LG,95
2021-02-26,CP,169
2021-02-26,FT,35
2021-02-26,LG,97
2021-02-27,CP,107
2021-02-27,FT,26
2021-02-27,LG,90
2021-02-28,CP,92
2021-02-28,FT,28
2021-02-28,LG,92
2021-03-01,CP,115
2021-03-01,FT,31
2021-03-01,LG,78
2021-03-02,CP,135
2021-03-02,FT,29
2021-03-02,LG,104
2021-03-03,CP,133
2021-03-03,FT,37
2021-03-03,LG,74
2021-03-04,CP,142
2021-03-04,FT,28
2021-03-04,LG,92
2021-03-05,CP,148
2021-03-05,FT,34
2021-03-05,LG,124
2021-03-06,CP,113
2021-03-06,FT,50
2021-03-06,LG,88
2021-03-07,CP,96
2021-03-07,FT,37
2021-03-07,LG,83
2021-03-08,CP,128
2021-03-08,FT,31
2021-03-08,LG,91
2021-03-09,CP,142
2021-03-09,FT,40
2021-03-09,LG,117
2021-03-10,CP,107
2021-03-10,FT,34
2021-03-10,LG,83
2021-03-11,CP,142
2021-03-11,FT,35
2021-03-11,LG,110
2021-03-12,CP,170
2021-03-12,FT,44
2021-03-12,LG,124
2021-03-13,CP,114
2021-03-13,FT,40
2021-03-13,LG,98
2021-03-14,CP,123
2021-03-14,FT,40
2021-03-14,LG,81
2021-03-15,CP,126
2021-03-15,FT,34
2021-03-15,LG,93
2021-03-16,CP,121
2021-03-16,FT,32
2021-03-16,LG,84
2021-03-17,CP,111
2021-03-17,FT,32
2021-03-17,LG,100
2021-03-18,CP,117
2021-03-18,FT,47
2021-03-18,LG,80
2021-03-19,CP,123
2021-03-19,FT,91
2021-03-19,LG,95
2021-03-20,CP,107
2021-03-20,FT,94
2021-03-20,LG,82
2021-03-21,CP,90
2021-03-21,FT,94
2021-03-21,LG,77
2021-03-22,CP,115
2021-03-22,FT,99
2021-03-22,LG,81
2021-03-23,CP,116
2021-03-23,FT,87
2021-03-23,LG,80
2021-03-24,CP,113
2021-03-24,FT,84
2021-03-24,LG,71
2021-03-25,CP,106
2021-03-25,FT,88
2021-03-25,LG,63
2021-03-26,CP,148
2021-03-26,FT,68
2021-03-26,LG,120
2021-03-27,CP,154
2021-03-27,FT,50
2021-03-27,LG,121
2021-03-28,CP,96
2021-03-28,FT,22
2021-03-28,LG,80
2021-03-29,CP,122
2021-03-29,FT,25
2021-03-29,LG,93
2021-03-30,CP,158
2021-03-30,FT,40
2021-03-30,LG,83
2021-03-31,CP,123
2021-03-31,FT,44
2021-03-31,LG,117
2021-04-01,CP,138
2021-04-01,FT,38
2021-04-01,LG,87
2021-04-02,CP,136
2021-04-02,FT,44
2021-04-02,LG,103
2021-04-03,CP,128
2021-04-03,FT,45
2021-04-03,LG,108
2021-04-04,CP,120
2021-04-04,FT,30
2021-04-04,LG,109
2021-04-05,CP,125
2021-04-05,FT,40
2021-04-05,LG,103
2021-04-06,CP,159
2021-04-06,FT,34
2021-04-06,LG,125
2021-04-07,CP,151
2021-04-07,FT,44
2021-04-07,LG,108
2021-04-08,CP,135
2021-04-08,FT,51
2021-04-08,LG,124
2021-04-09,CP,147
2021-04-09,FT,26
2021-04-09,LG,108
2021-04-10,CP,153
2021-04-10,FT,40
2021-04-10,LG,101
2021-04-11,CP,103
2021-04-11,FT,33
2021-04-11,LG,79
2021-04-12,CP,122
2021-04-12,FT,32
2021-04-12,LG,110
2021-04-13,CP,158
2021-04-13,FT,41
2021-04-13,LG,122
2021-04-14,CP,161
2021-04-14,FT,33
2021-04-14,LG,101
2021-04-15,CP,137
2021-04-15,FT,39
2021-04-15,LG,94
2021-04-16,CP,170
2021-04-16,FT,28
2021-04-16,LG,100
2021-04-17,CP,128
2021-04-17,FT,33
2021-04-17,LG,103
2021-04-18,CP,125
2021-04-18,FT,40
2021-04-18,LG,93
2021-04-19,CP,160
2021-04-19,FT,40
2021-04-19,LG,120
2021-04-20,CP,163
2021-04-20,FT,36
2021-04-20,LG,114
2021-04-21,CP,161
2021-04-21,FT,37
2021-04-21,LG,85
2021-04-22,CP,133
2021-04-22,FT,32
2021-04-22,LG,87
2021-04-23,CP,171
2021-04-23,FT,62
2021-04-23,LG,124
2021-04-24,CP,143
2021-04-24,FT,41
2021-04-24,LG,117
2021-04-25,CP,137
2021-04-25,FT,37
2021-04-25,LG,99
2021-04-26,CP,144
2021-04-26,FT,45
2021-04-26,LG,111
2021-04-27,CP,137
2021-04-27,FT,40
2021-04-27,LG,96
2021-04-28,CP,182
2021-04-28,FT,64
2021-04-28,LG,134
2021-04-29,CP,154
2021-04-29,FT,48
2021-04-29,LG,122
2021-04-30,CP,173
2021-04-30,FT,42
2021-04-30,LG,116
2021-05-01,CP,157
2021-05-01,FT,50
2021-05-01,LG,111
2021-05-02,CP,163
2021-05-02,FT,43
2021-05-02,LG,124
2021-05-03,CP,154
2021-05-03,FT,39
2021-05-03,LG,123
2021-05-04,CP,184
2021-05-04,FT,38
2021-05-04,LG,123
2021-05-05,CP,164
2021-05-05,FT,44
2021-05-05,LG,131
2021-05-06,CP,167
2021-05-06,FT,46
2021-05-06,LG,126
2021-05-07,CP,152
2021-05-07,FT,56
2021-05-07,LG,111
2021-05-08,CP,152
2021-05-08,FT,54
2021-05-08,LG,99
2021-05-09,CP,140
2021-05-09,FT,40
2021-05-09,LG,86
2021-05-10,CP,139
2021-05-10,FT,33
2021-05-10,LG,107
2021-05-11,CP,168
2021-05-11,FT,43
2021-05-11,LG,115
2021-05-12,CP,164
2021-05-12,FT,48
2021-05-12,LG,117
2021-05-13,CP,168
2021-05-13,FT,44
2021-05-13,LG,106
2021-05-14,CP,210
2021-05-14,FT,55
2021-05-14,LG,146
2021-05-15,CP,153
2021-05-15,FT,48
2021-05-15,LG,120
2021-05-16,CP,149
2021-05-16,FT,53
2021-05-16,LG,135
2021-05-17,CP,163
2021-05-17,FT,38
2021-05-17,LG,119
2021-05-18,CP,185
2021-05-18,FT,55
2021-05-18,LG,134
2021-05-19,CP,199
2021-05-19,FT,38
2021-05-19,LG,110
2021-05-20,CP,207
2021-05-20,FT,46
2021-05-20,LG,132
2021-05-21,CP,198
2021-05-21,FT,57
2021-05-21,LG,129
2021-05-22,CP,180
2021-05-22,FT,67
2021-05-22,LG,131
2021-05-23,CP,163
2021-05-23,FT,50
2021-05-23,LG,117
2021-05-24,CP,164
2021-05-24,FT,39
2021-05-24,LG,119
2021-05-25,CP,201
2021-05-25,FT,43
2021-05-25,LG,110
2021-05-26,CP,181
2021-05-26,FT,30
2021-05-26,LG,122
2021-05-27,CP,214
2021-05-27,FT,66
2021-05-27,LG,153
2021-05-28,CP,178
2021-05-28,FT,63
2021-05-28,LG,117
2021-05-29,CP,120
2021-05-29,FT,38
2021-05-29,LG,84
2021-05-30,CP,108
2021-05-30,FT,42
2021-05-30,LG,106
2021-05-31,CP,126
2021-05-31,FT,46
2021-05-31,LG,103
2021-06-01,CP,187
2021-06-01,FT,49
2021-06-01,LG,119
2021-06-02,CP,185
2021-06-02,FT,60
2021-06-02,LG,94
2021-06-03,CP,146
2021-06-03,FT,27
2021-06-03,LG,115
2021-06-04,CP,164
2021-06-04,FT,53
2021-06-04,LG,114
2021-06-05,CP,192
2021-06-05,FT,41
2021-06-05,LG,132
2021-06-06,CP,185
2021-06-06,FT,58
2021-06-06,LG,124
2021-06-07,CP,199
2021-06-07,FT,43
2021-06-07,LG,139
2021-06-08,CP,192
2021-06-08,FT,46
2021-06-08,LG,117
2021-06-09,CP,191
2021-06-09,FT,29
2021-06-09,LG,133
2021-06-10,CP,193
2021-06-10,FT,41
2021-06-10,LG,136
2021-06-11,CP,159
2021-06-11,FT,53
2021-06-11,LG,131
2021-06-12,CP,145
2021-06-12,FT,50
2021-06-12,LG,132
2021-06-13,CP,145
2021-06-13,FT,56
2021-06-13,LG,129
2021-06-14,CP,162
2021-06-14,FT,42
2021-06-14,LG,125
2021-06-15,CP,184
2021-06-15,FT,54
2021-06-15,LG,131
2021-06-16,CP,194
2021-06-16,FT,51
2021-06-16,LG,125
2021-06-17,CP,197
2021-06-17,FT,57
2021-06-17,LG,134
2021-06-18,CP,205
2021-06-18,FT,53
2021-06-18,LG,129
2021-06-19,CP,191
2021-06-19,FT,52
2021-06-19,LG,129
2021-06-20,CP,134
2021-06-20,FT,63
2021-06-20,LG,126
2021-06-21,CP,190
2021-06-21,FT,54
2021-06-21,LG,117
2021-06-22,CP,158
2021-06-22,FT,34
2021-06-22,LG,98
2021-06-23,CP,184
2021-06-23,FT,48
2021-06-23,LG,121
2021-06-24,CP,198
2021-06-24,FT,40
2021-06-24,LG,146
2021-06-25,CP,183
2021-06-25,FT,53
2021-06-25,LG,145
2021-06-26,CP,183
2021-06-26,FT,55
2021-06-26,LG,137
2021-06-27,CP,155
2021-06-27,FT,48
2021-06-27,LG,129
2021-06-28,CP,202
2021-06-28,FT,54
2021-06-28,LG,123
2021-06-29,CP,180
2021-06-29,FT,50
2021-06-29,LG,120
2021-06-30,CP,167
2021-06-30,FT,60
2021-06-30,LG,134
2021-07-01,CP,162
2021-07-01,FT,42
2021-07-01,LG,115
2021-07-02,CP,160
2021-07-02,FT,49
2021-07-02,LG,124
2021-07-03,CP,132
2021-07-03,FT,42
2021-07-03,LG,117
2021-07-04,CP,124
2021-07-04,FT,60
2021-07-04,LG,105
2021-07-05,CP,171
2021-07-05,FT,55
2021-07-05,LG,96
2021-07-06,CP,175
2021-07-06,FT,36
2021-07-06,LG,115
2021-07-07,CP,168
2021-07-07,FT,47
2021-07-07,LG,109
2021-07-08,CP,156
2021-07-08,FT,34
2021-07-08,LG,115
2021-07-09,CP,172
2021-07-09,FT,40
2021-07-09,LG,134
2021-07-10,CP,142
2021-07-10,FT,48
2021-07-10,LG,103
2021-07-11,CP,133
2021-07-11,FT,37
2021-07-11,LG,93
2021-07-12,CP,160
2021-07-12,FT,30
2021-07-12,LG,113
2021-07-13,CP,155
2021-07-13,FT,34
2021-07-13,LG,109
2021-07-14,CP,180
2021-07-14,FT,36
2021-07-14,LG,115
2021-07-15,CP,183
2021-07-15,FT,40
